timestamp,tool_id,pad_hours,retaining_ring_hours,platen_motor_current,carrier_motor_current,slurry_flow_rate,downforce_pressure,vibration,temperature_c,alarm_count,wafer_removal_rate,process_drift_nm,maintenance_event,maintenance_state,platen_motor_current_rolling_6h,carrier_motor_current_rolling_6h,slurry_flow_rate_rolling_6h,vibration_rolling_6h,temperature_c_rolling_6h,alarm_count_rolling_6h,wafer_removal_rate_rolling_6h,process_drift_nm_rolling_6h,pad_life_pct,retaining_ring_life_pct,platen_current_delta_6h,slurry_flow_delta_6h,vibration_delta_6h,removal_rate_delta_6h,process_drift_delta_6h,feature_platen_current_high,feature_carrier_current_high,feature_slurry_flow_low,feature_vibration_high,feature_pad_hours_high,feature_alarm_burst,feature_removal_rate_low,feature_process_drift_high,sensor_threshold_count,alert_motor_vibration,alert_slurry_flow,alert_pad_wear,alert_pressure_drift,alert_alarm_burst,alert_process_drift,rule_risk_points,rule_risk_level,recommended_action
2026-01-04 17:00:00,CMP-01,88.96,57.89,19.13,11.5,207.17,3.96,0.309,22.52,0,104.22,0.78,0,normal,18.25,11.926666666666668,210.15,0.33,22.236666666666665,0.3333333333333333,105.25666666666666,0.7533333333333333,22.24,19.296666666666667,0.879999999999999,-2.980000000000018,-0.02100000000000002,-1.0366666666666617,0.026666666666666727,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,1,low,Verify downforce pressure control and sensor calibration
2026-01-05 09:00:00,CMP-01,105.37,68.07,18.52,11.94,202.63,3.991,0.325,23.21,0,104.57,0.43,0,normal,18.07166666666667,12.156666666666666,210.29166666666666,0.37883333333333336,22.593333333333334,0.0,105.40166666666666,0.8416666666666668,26.3425,22.689999999999998,0.4483333333333306,-7.661666666666662,-0.053833333333333344,-0.8316666666666634,-0.4116666666666668,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,1,low,Verify downforce pressure control and sensor calibration
2026-01-05 14:00:00,CMP-01,110.94,72.58,17.13,13.44,208.83,4.447,0.32,21.73,0,104.17,0.83,0,normal,18.06,12.236666666666666,209.21500000000003,0.3438333333333334,22.171666666666667,0.0,105.19,0.8133333333333334,27.735,24.193333333333335,-0.9299999999999997,-0.3850000000000193,-0.023833333333333373,-1.019999999999996,0.016666666666666607,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,1,low,Verify downforce pressure control and sensor calibration
2026-01-10 08:00:00,CMP-01,224.73,143.56,17.91,12.24,208.64,4.269,0.309,22.06,2,103.27,1.73,0,normal,18.108333333333334,12.233333333333334,208.77666666666664,0.35133333333333333,21.89,0.5,104.61500000000001,1.1316666666666668,56.182500000000005,47.85333333333334,-0.19833333333333414,-0.13666666666665606,-0.042333333333333334,-1.345000000000013,0.5983333333333332,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-11 17:00:00,CMP-01,257.09,167.38,18.4,12.59,202.66,4.173,0.366,21.14,2,103.97,1.66,0,normal,18.843333333333334,12.418333333333331,206.92166666666665,0.37399999999999994,22.215000000000003,0.3333333333333333,104.03333333333332,2.013333333333333,64.2725,55.79333333333333,-0.44333333333333513,-4.261666666666656,-0.007999999999999952,-0.06333333333331836,-0.3533333333333333,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-12 10:00:00,CMP-01,275.39,176.3,19.63,12.09,200.45,4.214,0.506,23.6,2,100.55,5.52,0,normal,19.235,12.286666666666667,202.5583333333333,0.4728333333333334,23.040000000000003,0.6666666666666666,102.61666666666667,3.375,68.8475,58.766666666666666,0.3949999999999996,-2.10833333333332,0.03316666666666662,-2.066666666666677,2.1449999999999996,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-13 08:00:00,CMP-01,295.55,189.83,21.04,12.26,206.6,4.191,0.553,22.6,3,99.31,7.23,0,normal,19.981666666666666,12.816666666666665,203.90833333333333,0.5283333333333333,22.623333333333335,0.5,100.89666666666666,5.614999999999999,73.8875,63.27666666666667,1.0583333333333336,2.691666666666663,0.024666666666666726,-1.586666666666659,1.615000000000001,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-14 00:00:00,CMP-01,311.59,203.65,18.41,13.27,196.77,4.139,0.513,23.66,2,99.75,7.17,0,normal,19.396666666666665,13.104999999999999,199.21333333333334,0.5255,22.988333333333333,0.5,99.64999999999999,7.211666666666666,77.8975,67.88333333333334,-0.9866666666666646,-2.443333333333328,-0.012499999999999956,0.10000000000000853,-0.041666666666666075,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-14 23:00:00,CMP-01,337.3,217.42,18.86,13.87,202.8,4.233,0.562,22.56,2,97.96,9.57,0,normal,20.466666666666665,13.648333333333333,199.43499999999997,0.6048333333333333,22.515,0.5,99.43666666666665,7.960000000000001,84.325,72.47333333333333,-1.6066666666666656,3.3650000000000375,-0.04283333333333328,-1.4766666666666595,1.6099999999999994,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,1,low,Review recent alarms and tool event log
2026-01-15 02:00:00,CMP-01,340.74,221.66,19.67,13.47,198.44,4.244,0.657,23.23,0,96.54,11.06,0,normal,20.41,13.626666666666665,201.85333333333335,0.6281666666666667,23.400000000000002,0.3333333333333333,99.04333333333334,8.443333333333333,85.185,73.88666666666667,-0.7399999999999984,-3.4133333333333553,0.028833333333333377,-2.5033333333333303,2.616666666666667,0,0,0,0,0,0,0,1,1,False,False,False,False,False,True,1,low,"Check removal-rate drift, endpoint data, and process recipe inputs"
